order_id,user_id,purchase_at,amount
o_00005530,u_001831,2025-01-21,114493
o_00005531,u_001831,2025-01-31,129878
o_00005532,u_001831,2025-02-13,206143
o_00005533,u_001831,2025-02-14,101853
o_00005534,u_001831,2025-02-17,174508
o_00005535,u_002067,2025-01-02,58044
o_00005536,u_002067,2025-01-07,121113
o_00005537,u_002067,2025-01-08,119150
o_00005538,u_002067,2025-01-09,44419
o_00005539,u_001233,2025-01-12,147198
o_00005540,u_001233,2025-01-15,99701
o_00005541,u_001233,2025-01-15,144254
o_00005542,u_001233,2025-01-22,128426
o_00005543,u_001233,2025-02-02,71434
o_00005544,u_001233,2025-02-10,136936
o_00005545,u_001233,2025-02-26,98913
o_00005546,u_013725,2025-01-04,114245
o_00005547,u_013725,2025-01-25,157192
o_00005548,u_013725,2025-02-17,161313
o_00005549,u_000883,2025-01-02,149523
o_00005550,u_000883,2025-01-02,141649
o_00005551,u_000883,2025-01-03,145853
o_00005552,u_000883,2025-01-07,66720
o_00005553,u_000883,2025-01-07,86958
o_00005554,u_000883,2025-01-08,188042
o_00005555,u_000883,2025-01-08,136217
o_00005556,u_000883,2025-01-09,59209
o_00005557,u_000883,2025-01-12,184938
o_00005558,u_000162,2025-01-01,240661
o_00005559,u_000162,2025-01-02,220548
o_00005560,u_000162,2025-01-09,211091
o_00005561,u_000162,2025-01-09,102887
o_00005562,u_000162,2025-01-17,138625
o_00005563,u_000162,2025-01-23,151041
o_00005564,u_000162,2025-01-25,234248
o_00005565,u_000162,2025-01-26,323038
o_00005566,u_001941,2025-01-01,111549
o_00005567,u_001941,2025-01-01,232148
o_00005568,u_001941,2025-01-03,156118
o_00005569,u_001941,2025-01-03,146727
o_00005570,u_001941,2025-01-04,72696
o_00005571,u_013144,2025-01-15,119413
o_00005572,u_013144,2025-02-14,127472
o_00005573,u_001256,2025-01-19,200142
o_00005574,u_001256,2025-01-28,171592
o_00005575,u_001256,2025-02-05,177526
o_00005576,u_001256,2025-02-14,202227
o_00005577,u_000279,2025-01-05,140282
o_00005578,u_000279,2025-01-11,109414
o_00005579,u_000279,2025-01-13,132809
o_00005580,u_000279,2025-01-16,150177
o_00005581,u_000279,2025-01-22,90966
o_00005582,u_000279,2025-01-23,162431
o_00005583,u_000279,2025-01-23,91868
o_00005584,u_000279,2025-01-25,102659
o_00005585,u_000279,2025-01-28,59761
o_00005586,u_001211,2025-01-01,112815
o_00005587,u_001211,2025-01-02,121170
o_00005588,u_001211,2025-01-04,61452
o_00005589,u_001211,2025-01-05,107325
o_00005590,u_001211,2025-01-07,115605
o_00005591,u_001211,2025-01-10,55359
o_00005592,u_000247,2025-01-18,45809
o_00005593,u_000247,2025-01-18,72846
o_00005594,u_000247,2025-01-20,128271
o_00005595,u_000247,2025-01-22,119655
o_00005596,u_000247,2025-01-25,120645
o_00005597,u_000247,2025-01-26,69750
o_00005598,u_000247,2025-02-02,90520
o_00005599,u_000247,2025-02-14,101557
o_00005600,u_000247,2025-02-14,62599
o_00005601,u_000247,2025-02-14,106805
o_00005602,u_000247,2025-02-19,53068
o_00005603,u_000247,2025-02-21,113003
o_00005604,u_001675,2025-01-24,226273
o_00005605,u_001675,2025-01-30,219806
o_00005606,u_001675,2025-02-03,111336
o_00005607,u_001675,2025-02-06,245053
o_00005608,u_000576,2025-01-15,274620
o_00005609,u_000576,2025-01-25,231912
o_00005610,u_000576,2025-01-31,189295
o_00005611,u_000576,2025-02-03,86126
o_00005612,u_000576,2025-02-10,111980
o_00005613,u_000576,2025-02-12,208021
o_00005614,u_000576,2025-02-15,229805
o_00005615,u_000576,2025-02-26,194101
o_00005616,u_000576,2025-03-10,205488
o_00005617,u_000576,2025-03-21,243399
o_00005618,u_000420,2025-01-03,206764
o_00005619,u_000420,2025-01-05,213945
o_00005620,u_000420,2025-01-08,83626
o_00005621,u_000420,2025-01-11,132089
o_00005622,u_000420,2025-02-04,179798
o_00005623,u_000420,2025-02-08,79542
o_00005624,u_000420,2025-02-12,155586
o_00005625,u_000420,2025-02-15,223385
o_00005626,u_000420,2025-02-20,195305
o_00005627,u_000420,2025-02-20,156892
o_00005628,u_000420,2025-03-05,82048
o_00005629,u_000420,2025-03-06,175557
o_00005630,u_000651,2025-01-10,73784
o_00005631,u_000651,2025-01-26,210343
o_00005632,u_000651,2025-02-05,117713
o_00005633,u_000651,2025-03-03,74303
o_00005634,u_000651,2025-03-09,205663
o_00005635,u_000651,2025-03-12,89561
o_00005636,u_001302,2025-01-01,115996
o_00005637,u_001302,2025-01-02,209071
o_00005638,u_001302,2025-01-05,116176
o_00005639,u_001302,2025-01-10,213586
o_00005640,u_001302,2025-01-13,158670
o_00005641,u_001302,2025-01-13,100628
o_00005642,u_001302,2025-01-14,95710
o_00005643,u_001302,2025-01-17,174430
o_00005644,u_002106,2025-01-01,159123
o_00005645,u_002106,2025-01-01,136965
o_00005646,u_002106,2025-01-02,154094
o_00005647,u_002106,2025-01-03,161814
o_00005648,u_002106,2025-01-04,151753
o_00005649,u_002106,2025-01-05,70828
o_00005650,u_002106,2025-01-05,90241
o_00005651,u_002106,2025-01-06,153920
o_00005652,u_002106,2025-01-07,53997
o_00005653,u_001717,2025-01-04,176185
o_00005654,u_001717,2025-01-04,165315
o_00005655,u_001717,2025-01-07,54687
o_00005656,u_001717,2025-01-08,168518
o_00005657,u_001717,2025-01-10,77210
o_00005658,u_001717,2025-01-19,80806
o_00005659,u_001717,2025-01-21,79546
o_00005660,u_012591,2025-01-01,64761
o_00005661,u_012591,2025-01-01,38354
o_00005662,u_012591,2025-01-02,67246
o_00005663,u_001513,2025-01-02,40691
o_00005664,u_001513,2025-01-05,94246
o_00005665,u_001513,2025-01-05,115779
o_00005666,u_001513,2025-01-07,110704
o_00005667,u_001513,2025-01-10,100043
o_00005668,u_001513,2025-01-20,107490
o_00005669,u_001513,2025-01-22,118178
o_00005670,u_001513,2025-01-26,39174
o_00005671,u_001513,2025-01-27,99911
o_00005672,u_001513,2025-01-27,46765
o_00005673,u_000935,2025-01-08,148353
o_00005674,u_000935,2025-01-09,102586
o_00005675,u_000935,2025-01-12,77969
o_00005676,u_000935,2025-01-14,140213
o_00005677,u_000935,2025-01-20,168048
o_00005678,u_000935,2025-01-23,89207
o_00005679,u_000317,2025-01-05,94675
o_00005680,u_000317,2025-01-12,54992
o_00005681,u_000317,2025-01-13,90868
o_00005682,u_000317,2025-01-20,145780
o_00005683,u_000317,2025-01-25,67357
o_00005684,u_000317,2025-02-23,72145
o_00005685,u_000317,2025-02-23,69638
o_00005686,u_000743,2025-01-06,78268
o_00005687,u_000743,2025-01-09,78225
o_00005688,u_000743,2025-01-13,179381
o_00005689,u_000743,2025-01-26,216148
o_00005690,u_000743,2025-02-01,186669
o_00005691,u_000743,2025-02-08,119864
o_00005692,u_000743,2025-02-11,186010
o_00005693,u_000743,2025-02-22,119279
o_00005694,u_000743,2025-03-11,132448
o_00005695,u_000743,2025-03-11,94779
o_00005696,u_012907,2025-01-02,71826
o_00005697,u_012907,2025-01-07,156206
o_00005698,u_012907,2025-01-12,61948
o_00005699,u_001483,2025-01-07,161422
o_00005700,u_001483,2025-01-07,66264
o_00005701,u_001483,2025-01-12,49180
o_00005702,u_001483,2025-01-16,131119
o_00005703,u_001483,2025-02-07,62212
o_00005704,u_001483,2025-02-18,114706
o_00005705,u_001483,2025-02-25,47724
o_00005706,u_011825,2025-01-26,167218
o_00005707,u_012654,2025-01-20,43451
o_00005708,u_012654,2025-01-24,38538
o_00005709,u_001839,2025-01-05,129297
o_00005710,u_001839,2025-01-09,106029
o_00005711,u_001839,2025-01-12,43606
o_00005712,u_001839,2025-01-14,43538
o_00005713,u_001839,2025-01-15,107237
o_00005714,u_001839,2025-01-22,42859
o_00005715,u_001839,2025-01-25,102600
o_00005716,u_014745,2025-01-07,54893
o_00005717,u_014745,2025-01-09,68891
o_00005718,u_011899,2025-01-01,30363
o_00005719,u_011899,2025-01-02,65435
o_00005720,u_011899,2025-01-02,31269
o_00005721,u_000155,2025-01-05,148059
o_00005722,u_000155,2025-01-14,123973
o_00005723,u_000155,2025-01-23,286819
o_00005724,u_000155,2025-01-23,191911
o_00005725,u_000155,2025-01-24,277413
o_00005726,u_000155,2025-01-29,255618
o_00005727,u_000155,2025-02-02,204889
o_00005728,u_000155,2025-02-05,87376
o_00005729,u_000155,2025-02-12,157365
o_00005730,u_000155,2025-02-22,217560
o_00005731,u_000155,2025-02-28,282336
o_00005732,u_002157,2025-01-01,204515
o_00005733,u_002157,2025-01-01,68118
o_00005734,u_002157,2025-01-03,63072
o_00005735,u_002157,2025-01-04,108500
o_00005736,u_002157,2025-01-06,85097
o_00005737,u_000171,2025-01-22,100273
o_00005738,u_000171,2025-01-26,312681
o_00005739,u_000171,2025-01-28,216725
o_00005740,u_000171,2025-02-01,163819
o_00005741,u_000171,2025-02-04,255808
o_00005742,u_000171,2025-02-13,163380
o_00005743,u_000171,2025-02-14,166694
o_00005744,u_000171,2025-02-14,293143
o_00005745,u_000171,2025-02-21,183515
o_00005746,u_000171,2025-03-03,137193
o_00005747,u_000171,2025-03-04,99338
o_00005748,u_000171,2025-03-04,282759
o_00005749,u_013178,2025-01-07,130394
o_00005750,u_010671,2025-02-18,25347
o_00005751,u_012994,2025-01-02,116556
o_00005752,u_012994,2025-01-12,131364
o_00005753,u_012994,2025-01-28,70987
o_00005754,u_011946,2025-01-03,161516
o_00005755,u_011946,2025-01-05,160206
o_00005756,u_011946,2025-01-05,135419
o_00005757,u_011006,2025-03-18,33082
o_00005758,u_013297,2025-01-08,75930
o_00005759,u_013297,2025-01-10,46337
o_00005760,u_012090,2025-01-25,128277
o_00005761,u_012090,2025-02-13,129915
o_00005762,u_012090,2025-02-16,59618
o_00005763,u_014000,2025-01-17,115411
o_00005764,u_014000,2025-02-03,123403
o_00005765,u_014000,2025-02-04,115321
o_00005766,u_010614,2025-03-11,69551
o_00005767,u_001642,2025-01-08,156567
o_00005768,u_001642,2025-01-09,165241
o_00005769,u_001642,2025-01-09,82330
o_00005770,u_001642,2025-02-09,111436
o_00005771,u_001642,2025-02-12,162149
o_00005772,u_010643,2025-01-02,35015
o_00005773,u_000354,2025-01-06,374715
o_00005774,u_000354,2025-01-13,285693
o_00005775,u_000354,2025-01-17,151868
o_00005776,u_000354,2025-02-01,278807
o_00005777,u_002242,2025-01-13,60474
o_00005778,u_002242,2025-01-28,69845
o_00005779,u_002242,2025-01-29,100109
o_00005780,u_002242,2025-02-02,162852
o_00005781,u_002242,2025-02-26,167974
o_00005782,u_000903,2025-01-05,55516
o_00005783,u_000903,2025-01-05,129868
o_00005784,u_000903,2025-01-08,61255
o_00005785,u_000903,2025-01-09,86093
o_00005786,u_000903,2025-01-10,67646
o_00005787,u_000903,2025-01-10,51572
o_00005788,u_000903,2025-01-16,102713
o_00005789,u_000903,2025-01-16,117541
o_00005790,u_000619,2025-01-03,96022
o_00005791,u_000619,2025-01-15,181918
o_00005792,u_000619,2025-01-24,85742
o_00005793,u_000619,2025-01-29,101124
o_00005794,u_000619,2025-02-08,132943
o_00005795,u_000619,2025-02-17,207365
o_00005796,u_014888,2025-01-04,155306
o_00005797,u_014888,2025-01-07,158011
o_00005798,u_000225,2025-01-05,116831
o_00005799,u_000225,2025-01-06,157741
o_00005800,u_000225,2025-01-08,194650
o_00005801,u_000225,2025-01-09,183757
o_00005802,u_000225,2025-01-19,117133
o_00005803,u_000225,2025-01-20,188991
o_00005804,u_000225,2025-01-28,215788
o_00005805,u_000225,2025-02-02,212018
o_00005806,u_000225,2025-02-15,110276
o_00005807,u_000225,2025-02-24,231030
o_00005808,u_000225,2025-02-27,115755
o_00005809,u_000225,2025-03-06,225686
o_00005810,u_002194,2025-01-04,95507
o_00005811,u_002194,2025-01-13,87582
o_00005812,u_002194,2025-01-14,103411
o_00005813,u_002194,2025-01-16,93649
o_00005814,u_002194,2025-01-16,77457
o_00005815,u_002194,2025-01-17,131339
o_00005816,u_002194,2025-01-19,64248
o_00005817,u_002194,2025-01-21,74953
o_00005818,u_002077,2025-01-07,58955
o_00005819,u_002077,2025-01-18,124097
o_00005820,u_002077,2025-01-18,95689
o_00005821,u_002077,2025-01-30,94993
o_00005822,u_002077,2025-02-01,113340
o_00005823,u_002077,2025-02-03,117625
o_00005824,u_002077,2025-02-04,126978
o_00005825,u_002077,2025-02-13,102873
o_00005826,u_002077,2025-02-21,162625
o_00005827,u_002077,2025-02-24,190247
o_00005828,u_000577,2025-01-06,87959
o_00005829,u_000577,2025-01-30,115896
o_00005830,u_000577,2025-02-02,141104
o_00005831,u_000577,2025-02-05,174296
o_00005832,u_000577,2025-02-14,100396
o_00005833,u_000577,2025-02-18,186597
o_00005834,u_000193,2025-01-03,295445
o_00005835,u_000193,2025-01-06,84733
o_00005836,u_000193,2025-01-14,277684
o_00005837,u_000193,2025-01-18,109314
o_00005838,u_000193,2025-02-04,259297
o_00005839,u_000193,2025-02-18,274463
o_00005840,u_000193,2025-02-20,264979
o_00005841,u_000193,2025-02-21,270295
o_00005842,u_000104,2025-01-05,156097
o_00005843,u_000104,2025-01-06,94271
o_00005844,u_000104,2025-01-09,192097
o_00005845,u_000104,2025-01-17,308556
o_00005846,u_000104,2025-01-20,197877
o_00005847,u_000104,2025-01-27,233053
o_00005848,u_000104,2025-01-30,241672
o_00005849,u_000104,2025-02-02,192870
o_00005850,u_000104,2025-02-10,266578
o_00005851,u_000104,2025-02-10,120898
o_00005852,u_000104,2025-02-13,90453
o_00005853,u_001387,2025-01-01,96458
o_00005854,u_001387,2025-01-02,63299
o_00005855,u_001387,2025-01-06,75264
o_00005856,u_001387,2025-01-21,45832
o_00005857,u_001387,2025-01-22,102886
o_00005858,u_001387,2025-01-26,54240
o_00005859,u_001387,2025-01-26,34807
o_00005860,u_001387,2025-02-02,93352
o_00005861,u_001387,2025-02-14,88508
o_00005862,u_011137,2025-01-10,76007
o_00005863,u_014744,2025-01-25,37336
o_00005864,u_014744,2025-02-06,82740
o_00005865,u_001309,2025-01-02,162593
o_00005866,u_001309,2025-01-03,175124
o_00005867,u_001309,2025-01-03,171929
o_00005868,u_001309,2025-01-05,150235
o_00005869,u_001309,2025-01-06,63111
o_00005870,u_001309,2025-01-08,92650
o_00005871,u_001309,2025-01-09,102690
o_00005872,u_001309,2025-01-10,96436
o_00005873,u_001374,2025-01-02,45953
o_00005874,u_001374,2025-01-03,75489
o_00005875,u_001374,2025-01-03,110659
o_00005876,u_001374,2025-01-09,33271
o_00005877,u_001374,2025-01-10,36797
o_00005878,u_001374,2025-01-13,114725
o_00005879,u_001374,2025-01-15,77756
o_00005880,u_001264,2025-01-03,83997
o_00005881,u_001264,2025-01-09,80997
o_00005882,u_001264,2025-01-13,49839
o_00005883,u_001264,2025-02-06,124182
o_00005884,u_010789,2025-02-06,28167
o_00005885,u_013583,2025-01-03,47928
o_00005886,u_013583,2025-01-03,65192
o_00005887,u_013583,2025-01-06,60897
o_00005888,u_000374,2025-01-05,355439
o_00005889,u_000374,2025-01-19,383735
o_00005890,u_000374,2025-01-21,172282
o_00005891,u_000374,2025-02-12,388796
o_00005892,u_000374,2025-02-15,266648
o_00005893,u_000374,2025-02-16,176370
o_00005894,u_000374,2025-02-20,438295
o_00005895,u_000374,2025-02-24,339187
o_00005896,u_000374,2025-02-27,157142
o_00005897,u_000374,2025-02-28,167579
o_00005898,u_000846,2025-01-05,53451
o_00005899,u_000846,2025-01-07,66065
o_00005900,u_000846,2025-02-09,99428
o_00005901,u_000846,2025-02-11,102132
o_00005902,u_000017,2025-01-01,349680
o_00005903,u_000017,2025-01-01,225573
o_00005904,u_000017,2025-01-02,226570
o_00005905,u_000017,2025-01-10,227915
o_00005906,u_000017,2025-01-13,275833
o_00005907,u_000017,2025-01-15,256204
o_00005908,u_000017,2025-01-20,399295
o_00005909,u_000017,2025-01-23,404390
o_00005910,u_000017,2025-01-23,353400
o_00005911,u_000017,2025-01-28,254455
o_00005912,u_000017,2025-01-28,124948
o_00005913,u_000017,2025-02-07,229910
o_00005914,u_013934,2025-01-01,145511
o_00005915,u_013934,2025-01-02,84257
o_00005916,u_013934,2025-01-11,89741
o_00005917,u_000477,2025-01-18,190839
o_00005918,u_000477,2025-01-20,115222
o_00005919,u_000477,2025-01-20,199859
o_00005920,u_000477,2025-02-02,115484
o_00005921,u_014070,2025-01-08,120910
o_00005922,u_014070,2025-01-12,72940
o_00005923,u_014927,2025-01-03,91298
o_00005924,u_014927,2025-01-05,101630
o_00005925,u_000812,2025-01-04,66696
o_00005926,u_000812,2025-01-05,41401
o_00005927,u_000812,2025-01-13,87415
o_00005928,u_000812,2025-01-17,85278
o_00005929,u_000134,2025-01-01,244666
o_00005930,u_000134,2025-01-03,235122
o_00005931,u_000134,2025-01-17,281169
o_00005932,u_000134,2025-01-21,139323
o_00005933,u_000134,2025-01-21,167241
o_00005934,u_000134,2025-02-12,258165
o_00005935,u_014589,2025-01-29,79340
o_00005936,u_014589,2025-02-22,205477
o_00005937,u_013006,2025-01-08,66607
o_00005938,u_010724,2025-02-15,32536
o_00005939,u_001280,2025-01-15,173777
o_00005940,u_001280,2025-01-16,134611
o_00005941,u_001280,2025-01-22,80360
o_00005942,u_001280,2025-01-23,178335
o_00005943,u_001280,2025-01-25,192400
o_00005944,u_001280,2025-02-02,90813
o_00005945,u_011693,2025-02-06,30456
o_00005946,u_013269,2025-01-18,43053
o_00005947,u_013269,2025-01-27,86538
o_00005948,u_013269,2025-01-27,82106
o_00005949,u_001279,2025-01-05,74485
o_00005950,u_001279,2025-01-10,192195
o_00005951,u_001279,2025-01-12,117169
o_00005952,u_001279,2025-01-26,71523
o_00005953,u_001279,2025-01-28,223828
o_00005954,u_001279,2025-01-30,214632
o_00005955,u_001279,2025-02-04,172445
o_00005956,u_013153,2025-01-01,73131
o_00005957,u_013153,2025-01-04,63130
o_00005958,u_013153,2025-01-06,117049
o_00005959,u_010655,2025-03-09,39032
o_00005960,u_014513,2025-02-14,101304
o_00005961,u_011339,2025-02-27,18631
o_00005962,u_001414,2025-01-03,124724
o_00005963,u_001414,2025-01-05,50932
o_00005964,u_001414,2025-01-07,166949
o_00005965,u_001414,2025-01-08,61358
o_00005966,u_001414,2025-01-11,128465
o_00005967,u_001414,2025-01-14,137510
o_00005968,u_000359,2025-01-06,145101
o_00005969,u_000359,2025-01-11,70904
o_00005970,u_000359,2025-01-13,172382
o_00005971,u_000359,2025-01-16,158557
o_00005972,u_000359,2025-01-17,120335
o_00005973,u_000359,2025-01-20,109752
o_00005974,u_000359,2025-01-27,129385
o_00005975,u_000359,2025-01-27,68347
o_00005976,u_000359,2025-01-31,172285
o_00005977,u_000359,2025-02-01,111595
o_00005978,u_000359,2025-02-19,83436
o_00005979,u_001494,2025-01-11,185986
o_00005980,u_001494,2025-01-13,164371
o_00005981,u_001494,2025-01-17,198401
o_00005982,u_001494,2025-01-24,73143
o_00005983,u_001826,2025-01-09,67893
o_00005984,u_001826,2025-01-10,141377
o_00005985,u_001826,2025-01-30,100313
o_00005986,u_001826,2025-02-03,55870
o_00005987,u_001826,2025-02-14,124629
o_00005988,u_012820,2025-01-06,123853
o_00005989,u_012820,2025-01-11,81862
o_00005990,u_012820,2025-01-15,117708
o_00005991,u_001218,2025-01-08,141503
o_00005992,u_001218,2025-01-11,114459
o_00005993,u_001218,2025-01-11,119863
o_00005994,u_001218,2025-01-16,160306
o_00005995,u_001218,2025-01-25,123598
o_00005996,u_001218,2025-02-11,105405
o_00005997,u_010814,2025-01-24,48301
o_00005998,u_000398,2025-01-05,183550
o_00005999,u_000398,2025-01-14,135762
o_00006000,u_000398,2025-01-19,127888
o_00006001,u_000398,2025-01-21,136474
o_00006002,u_000398,2025-01-27,124097
o_00006003,u_000398,2025-02-01,316225
o_00006004,u_000398,2025-02-12,241051
o_00006005,u_000398,2025-02-18,330904
o_00006006,u_000398,2025-02-21,133990
o_00006007,u_000398,2025-02-28,220753
o_00006008,u_000398,2025-03-01,152790
o_00006009,u_000398,2025-03-02,161675
o_00006010,u_013789,2025-01-05,36111
o_00006011,u_000798,2025-01-07,48969
o_00006012,u_000798,2025-01-15,109984
o_00006013,u_000798,2025-01-22,89869
o_00006014,u_000798,2025-01-27,36706
o_00006015,u_000798,2025-01-31,75468
o_00006016,u_014611,2025-01-12,103890
o_00006017,u_014611,2025-02-01,214894
o_00006018,u_001495,2025-01-13,238361
o_00006019,u_001495,2025-01-16,160275
o_00006020,u_001495,2025-01-16,168980
o_00006021,u_001495,2025-01-18,134525
o_00006022,u_001495,2025-01-25,231755
o_00006023,u_001495,2025-02-09,109034
o_00006024,u_001495,2025-02-10,242795
o_00006025,u_001495,2025-02-20,127646
o_00006026,u_001495,2025-02-20,242096
o_00006027,u_000040,2025-01-05,201024
o_00006028,u_000040,2025-01-09,164038
o_00006029,u_000040,2025-01-10,100292
o_00006030,u_000040,2025-01-13,108040
o_00006031,u_000040,2025-02-04,127642
o_00006032,u_013975,2025-01-01,146325
o_00006033,u_013975,2025-01-07,121243
o_00006034,u_013975,2025-01-08,123828
o_00006035,u_013435,2025-01-08,52451
o_00006036,u_013435,2025-01-27,135037
o_00006037,u_013435,2025-02-01,170176
o_00006038,u_000598,2025-01-01,223399
o_00006039,u_000598,2025-01-17,384300
o_00006040,u_000598,2025-01-18,139034
o_00006041,u_000598,2025-01-18,133863
o_00006042,u_000598,2025-02-04,183894
o_00006043,u_000598,2025-02-13,375671
o_00006044,u_000598,2025-02-24,343124
o_00006045,u_000598,2025-02-26,283067
o_00006046,u_000598,2025-03-01,135350
o_00006047,u_012714,2025-01-02,23731
o_00006048,u_012714,2025-01-05,66416
o_00006049,u_012714,2025-01-23,26170
o_00006050,u_013666,2025-01-20,50412
o_00006051,u_013666,2025-01-22,42189
o_00006052,u_012631,2025-01-01,30414
o_00006053,u_012631,2025-01-06,86615
o_00006054,u_012631,2025-01-29,48691
o_00006055,u_000796,2025-01-01,116660
o_00006056,u_000796,2025-01-06,113979
o_00006057,u_000796,2025-01-16,100264
o_00006058,u_000796,2025-01-21,85638
o_00006059,u_000796,2025-01-25,112730
o_00006060,u_000796,2025-01-25,63499
o_00006061,u_012038,2025-01-08,67349
o_00006062,u_012038,2025-01-17,150296
o_00006063,u_011256,2025-03-06,106099
o_00006064,u_000123,2025-01-02,334435
o_00006065,u_000123,2025-01-03,105949
o_00006066,u_000123,2025-01-09,251327
o_00006067,u_000123,2025-01-11,299801
o_00006068,u_000123,2025-01-13,218678
o_00006069,u_000123,2025-01-13,197286
o_00006070,u_000123,2025-01-18,149796
o_00006071,u_000123,2025-01-21,330400
o_00006072,u_000123,2025-01-26,115462
o_00006073,u_000123,2025-01-28,111775
o_00006074,u_000123,2025-01-29,292966
o_00006075,u_000266,2025-01-01,294520
o_00006076,u_000266,2025-01-01,356529
o_00006077,u_000266,2025-01-09,141698
o_00006078,u_000266,2025-01-10,269510
o_00006079,u_000266,2025-01-13,325055
o_00006080,u_000266,2025-01-14,389832
o_00006081,u_000266,2025-01-21,223332
o_00006082,u_000266,2025-01-25,404901
o_00006083,u_000266,2025-01-27,142270
o_00006084,u_000266,2025-01-30,330202
o_00006085,u_000266,2025-02-04,252126
o_00006086,u_012752,2025-01-07,29786
o_00006087,u_012752,2025-01-31,47676
o_00006088,u_012752,2025-02-15,52266
o_00006089,u_011836,2025-01-24,107313
o_00006090,u_011836,2025-01-27,57938
o_00006091,u_011836,2025-02-03,72874
o_00006092,u_011141,2025-01-06,65788
o_00006093,u_010952,2025-03-03,19829
o_00006094,u_013201,2025-01-03,138653
o_00006095,u_013201,2025-01-06,93481
o_00006096,u_013201,2025-01-15,151355
o_00006097,u_001608,2025-01-05,155817
o_00006098,u_001608,2025-01-21,84536
o_00006099,u_001608,2025-01-29,232401
o_00006100,u_001608,2025-02-06,183705
o_00006101,u_001608,2025-02-08,134549
o_00006102,u_001608,2025-02-08,149500
o_00006103,u_001608,2025-02-14,206024
o_00006104,u_001608,2025-02-14,180842
o_00006105,u_011014,2025-03-28,35025
o_00006106,u_012536,2025-01-01,39490
o_00006107,u_012536,2025-01-05,36789
o_00006108,u_012536,2025-01-31,47569
o_00006109,u_000490,2025-01-04,353108
o_00006110,u_000490,2025-02-01,276466
o_00006111,u_000490,2025-02-05,301484
o_00006112,u_000490,2025-03-01,251221
o_00006113,u_000490,2025-03-16,432869
o_00006114,u_001842,2025-01-02,194101
o_00006115,u_001842,2025-01-07,246302
o_00006116,u_001842,2025-01-10,116119
o_00006117,u_001842,2025-01-15,84940
o_00006118,u_001842,2025-01-20,84947
o_00006119,u_001842,2025-01-28,206411
o_00006120,u_001842,2025-02-13,140208
o_00006121,u_001842,2025-02-19,119648
o_00006122,u_000819,2025-01-01,255554
o_00006123,u_000819,2025-01-09,89060
o_00006124,u_000819,2025-01-24,232583
o_00006125,u_000819,2025-02-03,189276
o_00006126,u_000819,2025-02-04,144640
o_00006127,u_012611,2025-01-11,128818
o_00006128,u_012611,2025-01-19,107431
o_00006129,u_012611,2025-01-22,144322
o_00006130,u_002093,2025-01-06,71932
o_00006131,u_002093,2025-01-23,81640
o_00006132,u_002093,2025-01-28,153086
o_00006133,u_002093,2025-02-21,77631
o_00006134,u_000967,2025-01-01,126592
o_00006135,u_000967,2025-01-12,87678
o_00006136,u_000967,2025-01-12,149301
o_00006137,u_000967,2025-01-13,176298
o_00006138,u_000967,2025-01-13,82400
o_00006139,u_000967,2025-01-17,142981
o_00006140,u_000967,2025-01-19,110510
o_00006141,u_001806,2025-01-01,53733
o_00006142,u_001806,2025-01-03,83439
o_00006143,u_001806,2025-01-07,99146
o_00006144,u_001806,2025-01-13,124091
o_00006145,u_001806,2025-01-13,135096
o_00006146,u_011122,2025-03-27,85167
o_00006147,u_000290,2025-01-04,269074
o_00006148,u_000290,2025-01-05,383862
o_00006149,u_000290,2025-01-06,196685
o_00006150,u_000290,2025-01-08,404096
o_00006151,u_000290,2025-01-11,307319
o_00006152,u_000290,2025-01-22,427007
o_00006153,u_000290,2025-01-30,177274
o_00006154,u_000290,2025-02-09,282770
o_00006155,u_000290,2025-02-09,146317
o_00006156,u_000290,2025-02-10,422269
o_00006157,u_000290,2025-02-10,219571
o_00006158,u_011303,2025-01-31,34018
o_00006159,u_013349,2025-02-05,40813
o_00006160,u_013349,2025-02-08,65102
o_00006161,u_014965,2025-01-04,172624
o_00006162,u_014965,2025-01-06,74990
o_00006163,u_011249,2025-02-02,97789
o_00006164,u_001278,2025-01-08,89629
o_00006165,u_001278,2025-01-09,77791
o_00006166,u_001278,2025-01-11,160744
o_00006167,u_001278,2025-01-15,109874
o_00006168,u_001278,2025-01-19,71859
o_00006169,u_001278,2025-01-26,88207
o_00006170,u_001278,2025-02-01,167855
o_00006171,u_000065,2025-01-09,114424
o_00006172,u_000065,2025-01-11,233520
o_00006173,u_000065,2025-01-21,133808
o_00006174,u_000065,2025-01-25,104610
o_00006175,u_014796,2025-01-20,70291
o_00006176,u_014796,2025-01-21,49873
o_00006177,u_014796,2025-02-01,54160
o_00006178,u_013377,2025-01-22,116442
o_00006179,u_013377,2025-02-19,86612
o_00006180,u_001370,2025-01-01,98768
o_00006181,u_001370,2025-01-10,115499
o_00006182,u_001370,2025-01-12,85120
o_00006183,u_001370,2025-01-13,117725
o_00006184,u_001370,2025-01-14,109994
o_00006185,u_001370,2025-01-20,113240
o_00006186,u_001370,2025-01-22,66741
o_00006187,u_001370,2025-01-22,63644
o_00006188,u_000759,2025-01-02,131106
o_00006189,u_000759,2025-01-07,147754
o_00006190,u_000759,2025-01-10,89352
o_00006191,u_000759,2025-01-11,108569
o_00006192,u_011015,2025-01-21,57480
o_00006193,u_011933,2025-01-26,119832
o_00006194,u_014118,2025-01-28,78094
